nombre_del_estudio,direccion,barrio,telefono,email,instagram,seguidores,puntaje_google,web,fabricantes_ref,diseno,app,resena_destacada,presentacion,servicios_adicionales,horario,codigo_plus,fuente_de_datos,fecha_recoleccion,observaciones,cantidad_resenas,comuna,zona,tiene_instagram,tiene_web,tiene_email,tiene_app,presencia_digital,tiene_telefono,n_canales_contacto,n_fabricantes,fabricante_multiple
Pilates UMANO,"Costa Rica 6043, C1414 Cdad. Autónoma de Buenos Aires",Palermo,1124794377.0,,umanopilates,538.0,5.0,,Reformer de caño,"Moderno, iluminado, amplio.",,,,,Lunes a viernes de 8 a. m.–8 p. m.,"CHC6+98 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",15-09-25,Profes hombres,5.0,14.0,Norte,True,False,False,False,1,True,2,1,False
Udana Pilates Studio,"Bulnes 1331, C1176 Cdad. Autónoma de Buenos Aires",Palermo,1172399099.0,,udanapilates,290.0,5.0,,Studio Moderna,"Moderno, amplio, iluminado.",,"Hace un mes: aHermoso estudio de pilates. Abrieron hace poquito, probe clases con varios profes porque fui en distintos horarios y todos muy copados, se onta que saben mucho, estan atentos a cada postura. Me encanta la deco del lugar es super lindo y relajante",,,"Lunes a viernes de 8 a. m.–9 p. m. sábado, 10 a. m.–12 p. m.","CH3M+G7 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",15-10-25,Abrieron el 11 de agosto de 2025.,6.0,14.0,Norte,True,False,False,False,1,True,2,1,False
Naos Pilates Studio,"Av. Cnel. Díaz 2733, C1425 Cdad. Autónoma de Buenos Aires",Palermo,1159945686.0,,naos.pilates,1358.0,4.7,,,"Moderno, amplio, iluminado, armonioso.",,"Hace un mes: El espacio es lindo y está bien cuidado. Pese a eso, no me sentí muy cómoda con la profesora. La clase fue cero personalizada y las formas por parte de ella me parecieron un poco brutas.",,,"Lunes a viernes de 7 a. m.–9 p. m. sábado, 9 a. m.–2 p. m.","CH9W+C2 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",15-10-25,Abrieron el 4 de agosto,21.0,14.0,Norte,True,False,False,False,1,True,2,0,False
Balance Pilates,"Paunero 2750, C1425DIA C1425DIA, Cdad. Autónoma de Buenos Aires",Palermo,1121824672.0,,balancebyemi,162.0,5.0,,Pilates Mat,"Armonioso, tonalidades en torno al azul, gris, verde, blanco, violeta. Amplio e iluminado.",,,"Un estudio pensado para vos. En nuestras clases de Pilates Mat no solo trabajamos en la colchoneta: también incorporamos pesas, bandas, pelotas y más para que cada movimiento sea completo, dinámico y desafiante.",-,De lunes a domingo de 8 a. m.–2 p. m.,CH9R+68 Cdad. Autónoma de Buenos Aires,"Google maps, IG",15-10-25,Abrieron el 8 de septiembre de 2025,2.0,14.0,Norte,True,False,False,False,1,True,2,1,False
KaiBliss | Yoga & Wellness,"Av. Cerviño 4483, C1425 Cdad. Autónoma de Buenos Aires",Palermo,1176260949.0,,kaiblisstudio,,5.0,http://www.kaibliss.com.ar/,FOX,"Moderno, amplio, iluminado, paleta de colores grises, beige, dorado.",,Hace 2 meses: Kaibliss es un lugar mágico. Desde que entras la energía es muy cálida y todo el personal te hace sentir cómoda y contenida para que tengas la mejor experiencia. Tome unas clases de pilates mat excelentes! Súper recomiendo,Centro de bienestar integral,"Centro de bienestar integral, Yoga, Pilates, Barre, Meditación, Kai Spa, Coffee Bliss","Lunes a viernes de 8 a. m.–1 p. m., 5–9 p. m. sábado, 9 a. m.–1 p. m.","CHFH+JM Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG; web.",15-10-25,Abrieron el 21 de abril de 2025. Es una familia y hacen varias prácticas.,49.0,14.0,Norte,True,True,False,False,2,True,3,1,False
Ambika Pilates Palermo,"José A. Cabrera 5950 1A, C1414 Cdad. Autónoma de Buenos Aires",Palermo,1127811105.0,,pilates.ambika,,4.8,,IDPil,,,,,,"Lunes a viernes de 8 a. m.–12 p. m., 5–9 p. m. sábado, 9 a. m.–1 p. m.","CH85+Q5 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google map, IG",15-10-25,Tiene una sede en Caballito y otra en Palermo.,6.0,14.0,Norte,True,False,False,False,1,True,2,1,False
Naroa Pilates,"Uriarte 1696, C1414 Cdad. Autónoma de Buenos Aires",Palermo,111527966458.0,,naroapilates,7836.0,4.7,http://naroapilates.com.ar/,P&P,,,Hace 2 meses: Me encanta el lugar y el profesionalismo de las profesoras. Te cuidan y las clases son siempre distintas. Entrenas tu cuerpo de manera entrenida. Todo el equipo del lugar es genial! Lo recomiendo!,"Naroa Pilates es una empresa familiar que, además, comparte la pasión por la salud y el cuidado del cuerpo a través del movimiento.",RPG (reeducacion postural global) y Terapia Manual.,"Lunes, martes y jueves de 8 a. m.–12 p. m., 4–9 p. m. miércoles y viernes de 8 a. m.–1 p. m., 5–10 p. m. sábado, 9 a. m.–1 p. m.","CH79+7F Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG, web",15-10-25,"Tiene tres sedes, Recoleta, colegiales y Palermo. Liderados por kinesiólogo.",110.0,14.0,Norte,True,True,False,False,2,True,3,1,False
Dash Pilates & Yoga,"Av. Raúl Scalabrini Ortiz 2069, C1425BKU Cdad. Autónoma de Buenos Aires",Palermo,1169239777.0,,dash.pilates,1298.0,4.0,,,básico,,"Editado 3 semanas atrás: Probé un mes, las clases fueron más de funcional que de pilates. Las camillas o los cadillac se usaban para ejercicios muy particulares. Me pasó que la profesora la última clase por la cual elegí no ir más hizo comentarios despectivos en relacion a mi ropa y a mi elección de no saltar la soga en frente de toda la clase, gritándome que no tenía dignidad y que tenía la edad suficiente para hacerlo y ahí decidí dejar de ir. No lo recomiendo para nada",,,Lunes a viernes de 8 a. m.–8 p. m.,"CH6H+PQ Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Ig",16-10-25,,43.0,14.0,Norte,True,False,False,False,1,True,2,0,False
ATTIC - Pilates & Barre Studio,"Honduras 4822, C1425 Cdad. Autónoma de Buenos Aires",Palermo,111571451598.0,,attic.pilates,482.0,5.0,,,"Moderno, luminoso,",,Hace un mes: Un estudio súper luminoso con excelente equipamiento. Las chicas son lo más!,,,,"CH6C+2H Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",16-10-25,Abrieron en septiembre de 2025,8.0,14.0,Norte,True,False,False,False,1,True,2,0,False
MP Pilates,"Cavia 3108, C1425 Cdad. Autónoma de Buenos Aires",Palermo,111525760122.0,,mppilates_,4384.0,5.0,,FOX,"Básico, equipado.",,Hace un mes: Hola!! Empecé a hacer pilates en este lugar hace unos meses y las clases son increíbles. Los profesores son muy buenos explicando los ejercicios. Ofrece una variedad de clases desde gente principiante hasta gente que ya hace pilates de hace tiempo (mi caso). Muy bienvenida. Gracias c:,,,"Lunes a viernes de 4 a. m.–12 a. m. sábado, 8 a. m.–12 a. m.","CHFV+JH Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",16-10-25,En marzo abrieron una nueva sede en Palermo.,2.0,14.0,Norte,True,False,False,False,1,True,2,1,False
Pilates HIIT,"Av. Córdoba 5869, C1414 Cdad. Autónoma de Buenos Aires",Palermo,1134857514.0,info@pilates-hiit.com,pilateshiitok,78600.0,4.9,http://www.pilates-hiit.com/,P&P,"Moderno, amplio, power, muchas luces…",,"Hace un mes: Vengo tomando clases en pilates hiit y es algo que le recomiendo a todo el mundo probar, además de ser una actividad súper completa donde entrenas, te divertís y te adentras en una experiencia espectacular desde que entras al estudio hasta que te vas, las luces, la música, la calidad humana de todo el equipo es hermosa, tuve la suerte de probar clases con casi todas las profes del equipo y todas tienen algo especial y a destacar. gracias phiit!! Amo todo","Nuestro método PHIIT® conecta el Pilates con intervalos de alta intensidad (High Intensity Interval Training). Logramos una alta quema calórica, flexibilidad y desarrollo muscular. En clases intensas, dinámicas y divertidas.",,"Lunes a viernes de 8 a. m.–9 p. m. sábado, 9 a. m.–2 p. m.","CH74+RV Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG, web",16-10-25,Ofrecen cursos y master class,131.0,14.0,Norte,True,True,True,False,3,True,4,1,False
Quequi Pilates,"Emilio Ravignani, Soler y, C1414 Buenos Aires",Palermo,5491125821932.0,info@quequipilates.com.ar,quequi.pilates,335.0,5.0,https://www.quequipilates.com.ar/,,básico,,"Hace 2 meses: Estoy feliz por el cambio que voy notando..Quequi tiene paciencia y exigencia a la vez,ahora entiendo lo bueno de ellos.Me siento acompañada en este proceso de mejorar..Gracias profe!! Tus clases y espacio me dan energía y mucha paz!!","En nuestro estudio nos especializamos en la práctica del Método Pilates, con un enfoque en la técnica, el control postural y la mejora funcional del cuerpo. Nuestro objetivo es brindar un entrenamiento consciente, seguro y efectivo, adaptado a las necesidades individuales de cada alumno",,Lunes a viernes de 8 a. m.–9 p. m.,"CHC7+JQ Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG, web",16-10-25,"Soy Cecilia Linares, bailarina e instructora certificada en el Método Pilates",9.0,14.0,Norte,True,True,True,False,3,True,4,0,False
PuraVida Pilates,"Ángel Justiniano Carranza 2317, C1425FXE Cdad. Autónoma de Buenos Aires",Palermo,1150543444.0,,puravida_yoga_pilates,3609.0,4.5,,,"Amplio, iluminado, equipado, diseño naturalista en la pared, pelotas grises, pesas coloridas.",,"una semana atrás: Nueva Recomiendo mucho las clases en Pura Vida tanto en Carranza como en las Cañitas. Los/las profesores/as son lo mas, te incentivan a dar lo mejor de vos en cada clase y siempre hay algun desafio que lo hace super divertido. Lo que me gusta de las clases es que los movimientos se realizan de manera consciente y tienen en cuenta a cada alumno. Tambien recomiendo la formación de Pilates Reformer con orientacion en Kinesiologia en Pura Vida. La realice con Juan, gran maestro y guia en el camino a seguir aprendiendo sobre la práctica. Muy agradecida de haber conocido Pura Vida y sus profesores!",,,Lunes a viernes de 9 a. m.–9 p. m.,"CHC8+VW Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG,",16-10-25,Tiendes dos Estudios y un espacio de Yoga.,94.0,14.0,Norte,True,False,False,False,1,True,2,0,False
Pilates Clásico - Raquel Sosa Estudio,"Ángel Justiniano Carranza 1944, C1414 Cdad. Autónoma de Buenos Aires",Palermo,1150463195.0,info@raquelsosa.com.ar,raquel.sosa.estudio,5677.0,4.9,http://raquelsosa.com.ar/,,"Amplio, tiene un salón para principiantes y otro personalizado. Equipado, luminoso.",,"una semana atrás Nueva: Ir a pilates es uno de los mejores momentos de mi semana. Todos /as instructores del estudio tienen una mirada muy atenta y personalizada. El espacio es hermoso, tranquilo y con una energía muy linda. Siempre lo recomiendo a quienes quieren hacer pilates clásico -de verdad!- o quienes quieran mejorar su postura y bienestar corporal. El estudio de Raque es sin dudas el mejor al que fui jamás!","Nuestro estudio se encuentra en una hermosa casona vintage en el corazón de Palermo Hollywood. Un espacio exclusivo diseñado para pocas personas, donde cada entrenador se enfoca en la atención personalizada de cada estudiante.",,"Lunes a viernes de 8 a. m.–9 p. m. sábado, 9 a. m.–12 p. m.","CH97+QF Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG, web",16-10-25,Profe formada de bailarina,62.0,14.0,Norte,True,True,True,False,3,True,4,0,False
Powerhouse Pilates,"Bonpland 2029, C1414 Cdad. Autónoma de Buenos Aires",Palermo,1161711943.0,,estudiopowerhousepilates,2367.0,4.8,,VC,Básico,,"Hace un mes: Hice pilates con las chicas desde el 1er mes de embarazo hasta el 8vo mes. Realmente mi cuerpo se ha sentido de maravillas durante todo el embarazo gracias a los ejercicios y acompañamiento que me han realizado en Powerhouse. Todas/os lo profes muy buenos, bien capacitados y súper amables. El lugar es perfecto, ya que al haber cupos de máximo 4 personas por clase, eso hace que cada sesión sea bien personalizada lo que me encantó! Recomiendo mucho este centro y sobre todo si estás embarazada!!!!",,,Lunes a viernes de 8 a. m.–9 p. m,"CH98+MC Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG,",16-10-25,Ofrecen cursos y capacitaciones,39.0,14.0,Norte,True,False,False,False,1,True,2,1,False
Pilates Flow,"Humboldt 2211, C1425FUC Cdad. Autónoma de Buenos Aires",Palermo,1138776699.0,,pilatesflow.donato,981.0,5.0,,IDPil,Básico,,"Hace un mes: Me encantó la clase! Es una mezcla perfecta entre entrenamiento y estiramiento y salí con una sonrisa grande, gracias",,,"Lunes a viernes de 8 a. m.–9 p. m. sábado, 9 a. m.–1 p. m.","CH99+JM Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",16-10-25,Tiene varias sedes…,2.0,14.0,Norte,True,False,False,False,1,True,2,1,False
Toulouse Pilates Palermo,"Bonpland 2363, C1425FRA Cdad. Autónoma de Buenos Aires",Palermo,1153584489.0,,toulouse.pilates,10200.0,5.0,http://www.toulousepilates.com/,P&P,"Equipado, amplio, iluminado.",,Hace 10 meses: Probé en todos los lugares de pilates en palermo. No hay como las profes de touluse. Llevo 2 años y medio. Me siento muy cuidada en cada clase.,"En Toulouse le proponemos al alumnado construir una actitud activa, presente y con ansias de evolucionar. Tanto en sus movilidades como en sus entendimientos de su anatomía y corporalidad",,Lunes a viernes de 8 a. m.–9 p. m.,"CHC9+PF Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG, web",16-10-25,"Tiene 4 sedes, colegiales, Chacabuco, cañitas, Palermo. Ofrecen cursos.",72.0,14.0,Norte,True,True,False,False,2,True,3,1,False
Eutónico Pilates,"Humboldt 2454, C1425 Cdad. Autónoma de Buenos Aires",Palermo,1124888068.0,,eutonicopilates,914.0,4.9,,Reformer de caño,Básico. Tonalidades azules.,,"Hace 2 meses: Hace tres meses que voy y me siento muy agradecida con el estudio por la excelente experiencia que estoy teniendo allí . Desde el momento en que entré, me sentí muy cómoda y apoyado por los profes. Las clases son desafiantes y agradables , y me ayudaron a mejorar mi flexibilidad, fuerza y equilibrio. Los profesores se toman el tiempo para asegurarse de que cada alumno esté realizando los ejercicios correctamente y de manera segura. La atención personalizada y el ambiente relajado me permiten sentirme cómoda y disfrutar del proceso de aprendizaje. Recomiendo este estudio a cualquiera que busque mejorar su salud y bienestar. ¡Es un lugar increíble!","Proponemos nuestra actividad, Pilates, como un redescubrimiento de nuestro cuerpo. Establecer un nuevo vínculo mas saludable que se prolongue en el tiempo. Tomamos el nombre eutónico para representarnos, en homenaje al método de eutonía, que nos inspira a trabajar desde de una perspectiva de consciencia corporal. Con Pilates, entrenamos el cuerpo en totalidad haciendo hincapie en la conciencia del cuerpo y la mecánica de movimiento. Empezamos entrenando lo más sencillo “escucha activa”, que por medio de indicaciones claras nos estimula cognitivamente y nos desafia a la coordinación y concentración. Gradualmente aumentamos la dificultad e intensidad en la práctica.",,Lunes a viernes de 8 a. m.–9 p. m.,"CHCC+HJ Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG, web.",17-10-25,Instructora y profesora y bailarina de Tango.,36.0,14.0,Norte,True,False,False,False,1,True,2,1,False
DDB pilates,"Godoy Cruz 2880, C1425 Cdad. Autónoma de Buenos Aires",Palermo,111554859247.0,,ddbpilates,397.0,4.9,,Studio Moderna,"Espejos grandes, espacio amplio. Pared dibujada como un cielo con nubes.",,Hace 2 meses: El lugar está espectacular y muy bien puesto! La atención muy buena y una clase muy profesional! Lo recomiendo mucho,"DDB pilates es mucho más que un estudio. Es un espacio de pertenencia donde el movimiento se convierte en ritual, y el bienestar es una forma de vida. Nacido desde una historia real de transformación, como extensión natural de DDB ballet, con el mismo sello de excelencia, proponemos una experiencia que no solo modela el cuerpo, sino que eleva la calidad de vida. Cada clase está pensada para reconectar con el cuerpo desde el cuidado, la presencia y la intención. Un lugar al que querés volver.",,"Lunes a jueves de 8 a. m.–8 p. m. viernes, 8 a. m.–3 p. m. domingo, 10 a. m.–1 p. m.","CHFG+6F Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",17-10-25,Abrieron en julio de 2025. Vinculado a la danza.,20.0,14.0,Norte,True,False,False,False,1,True,2,1,False
Pramana Pilates Studio,"Av. Sta. Fe 4534, C1425 Cdad. Autónoma de Buenos Aires",Palermo,1134951802.0,,pramanapilates.studio,1234.0,4.9,,,"Equipado, amplio, iluminado.",,"Hace 5 meses: Es un placer aprender el método Pilates en un espacio como el de PRAMANA. Tienen una inmensa variedad de elementos de trabajo del Método (impecables y de calidad) y una guía profesional y precisa para profundizar en la práctica, en un espacio cuidado y limpio. Cada clase es un encuentro con un aprendizaje integral y amable que me inspira y estimula a seguir aprendiendo. Para quien esté con ganas, recomiendo especialmente la experiencia de clases individuales!!",,,"Lunes a viernes 8 a. m.–12 p. m., 3–8 p. m. sábado, 9 a. m.–12 p. m.","CHCG+83 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Ig",17-10-25,,43.0,14.0,Norte,True,False,False,False,1,True,2,0,False
Tu mundo Pilates,"Bulnes 1730, C1425 Cdad. Autónoma de Buenos Aires",Palermo,1157668735.0,,tumundopilates_,3280.0,4.9,,,básico,,Hace 5 meses: Feliz de haber encontrado este espacio para hacer pilates. Las profes muy buenas y la atención de las secretarias es de 10.,,,"Lunes a viernes 8 a. m.–12 p. m., 4–9 p. m.","CH5P+C2 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",17-10-25,"Tiene dos sedes, cañitas y Palermo.",60.0,14.0,Norte,True,False,False,False,1,True,2,0,False
BG PILATES BARRIO NORTE,"Araóz, Juncal y, 1025 Cdad. Autónoma de Buenos Aires",Palermo,111524717556.0,,bg.pilatesintegral,219.0,5.0,,Studio Moderna,Básico,,"Hace 2 meses: Beti es muy genia. Las clases son súper personalizadas, te sentis muy cuidada y se trabaja un monton!",,,"Lunes a miércoles y viernes 8 a. m.–12 p. m., 4–9 p. m. jueves, 12 a. m.–12 p. m., 4–9 p. m.","CH8P+9W Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",17-10-25,Abrió en febrero de 2025,3.0,14.0,Norte,True,False,False,False,1,True,2,1,False
Jaz Cherbenco Pilates Clásico,"Av. Cerviño 3542, C1425 Cdad. Autónoma de Buenos Aires",Palermo,111554639756.0,,jazcherbenco.pilates,1846.0,5.0,,,Básico,,3 semanas atrás: Nueva: Es sin dudas el mejor espacio para aprender y practicar Pilates. Jaz es una increíble docente. Conoce muchísimo sobre esta maravillosa técnica y lo transmite con mucho cuidado al detalle y paciencia. Sabe escuchar lo que cada uno/a necesita. Las clases son dinámicas y Jaz tiene un gran cuidado y respeto por el cuerpo y sus procesos. Salgo feliz siempre!,,,Lunes a viernes de 8 a. m.–8 p. m.,"CH9R+V9 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",17-10-25,,15.0,14.0,Norte,True,False,False,False,1,True,2,0,False
Mamiwata Pilates Reformer,"Av. Rivadavia 6126, C1406 Cdad. Autónoma de Buenos Aires",Caballito,111571724563.0,,mamiwatapilates,4032.0,5.0,,IProfe,"Paleta de colores violetas, azul y grises, pelotas, luces. Diseños especiales para fechas.",,"Hace 6 meses: El mejor lugar para hacer pilates! Las clases son dinámicas, con buena música, ejercicios completos y el momento de elongación que es clave. Me sentí muy cómoda desde el día uno, el estudio también es hermoso estéticamente y hay un montón de elementos para utilizar en las clases. Todo es muy organizado, desde la inscripción, los cambios de horarios o la recuperación de clases si lo necesitás. Super recomendado, una genia la profe cami",Entrená diferente: Pilates reformer + funcional + cardio,,"De lunes a viernes de 8 a. m.–9 p. m. sábado, 9 a. m.–1 p. m.","9GFX+W2 Buenos Aires, Cdad. Autónoma de Buenos Aires",Google maps instagram,5-08-25 Revisado23-10-25,,48.0,6.0,Oeste,True,False,False,False,1,True,2,1,False
The Pilates Studio,"San José de Calasanz 219, C1424AHE C1424AHE, Cdad. Autónoma de Buenos Aires",Caballito,541151250664.0,,thepilatesstudiook,5469.0,4.8,,IDPil,"Moderno. Iluminado. Paletas de colores malvas, verdes, pelotas y aros flex.",,"Editado una semana atrás: Lamento tener que hacer este review pero hay que reconocer lo bueno como lo malo. Era alumna recurrente y me encantaban las clases de Anto, sin embargo, hasta hoy estoy en este lugar por la dueña. Ademas de ser muy prepotente, prácticamente me hizo sentir como si su sistema de cobros era mi culpa cuando ella misma reconoció que habia sido un error interno de su local. Yo me alinee a la información que su hija me dió cuando comencé los pagos para ganar un turno fijo comprometida siempre pagando cuando me avisaban ya venia el proximo cobro y hoy después de aun tener la recurrencia la señora decidió no era asi, que el error era de sus empleadas pero la culpable por no leer papeles en el lugar era yo. Con gestos de burla y muy desagradables me terminó diciendo que si abonaba las clases serian si había disponibilidad.... que triste de verdad este nivel de trato y espero aprendan a tratar mejor a las personas que quieren estar en su espacio, porque al final el servicio es lo unico que tienen para ofrecer y eso sobrevive gracias a personas como yo que deciden pagarlo y a la excelentes clases que Anto nos da. Te extrañare Anto!",-,,"Lunes a viernes de 8 a. m.–9 p. m. sábado, 8 a. m.–2 p. m.","9HH6+6M Buenos Aires, Cdad. Autónoma de Buenos Aires",Google maps Instagram,5-08-25Revisado 23-10-25,"Tiene dos sedes. Calasanz 219,Caballito Sur. Honorio Pueyrredón 1010 – Caballito Norte. En la revisión del 23-10 no abre el IG",35.0,6.0,Oeste,True,False,False,False,1,True,2,1,False
Etnya Pilates,"Av. Pedro Goyena 388, C1424 C1424BSQ, Cdad. Autónoma de Buenos Aires",Caballito,1139696534.0,,etnyapilates,3626.0,4.1,,Del Río Pilates,,,"Hace 7 meses: Dan mil vueltas para responder una pregunta simple por wpp y encima con bastante mala onda. Solo quería reservar una clase de prueba, pero la atención es tan horrible que se me fueron las ganas. Atencion desastrosa.Como no contestan los whatsapp,ig etc.me acerque a la sucursal de Zuviria,por unas rejas vi 4 o 5 personas sin hacer nada,me abrieron un poquito la puerta como para que no vea nada,le explico y me dice cuales son tus ultimos numeros asi te contesto.Como se tomo su tiempo me acerque a la sede de Pedro Goyena donde me mate tocando timbre y nadie me atendio.Despues de eso me responden por whatsapp que puedo tomar una clase de prueba y que les deposite $ 4000 y mande el comprobante,ahi si estaba apurada.Le mando el comprobante,le pregunto si recibio el pago y me responde 4 dias despues osea el dia de mi clase si iba a ir.No fui porque si empezamos asi que me queda para despues.Hoy me manda un whatsapp diciendo que perdi mi clase por no contestar ni ir.Mi clase te la deje paga! Es verdad como lei que hay mala energia y predispisicion nada mas ni nada menos en un lugar que dan clases de yoga y pilates.",-,Yoga,"Lunes a viernes, 9 a. m.–9 p. m. Sábado, 9 a. m.–2 p. m.",9HF8+MX Cdad. Autónoma de Buenos Aires,Google masp instagram,5-08-25 Revisado 23-10-25,"Tiene dos sedes en: Av Pedro Goyena 388 y Zuviria 601, Caballito",67.0,6.0,Oeste,True,False,False,False,1,True,2,1,False
Armonia Pilates,"altura Doblas al 650, Pje. la Mar 158, C1424 Cdad. Autónoma de Buenos Aires",Caballito,1161525188.0,,pilatesenarmonia,1532.0,4.5,,,"Colorido, paredes rojas.",,Hace 2 meses: Los profesores son buenos. Dejé de ir porque por las mañanas la dueña se pasaba charlando con el profesor durante la clase. Lo consideré una falta de respeto.,-,,"Lunes- viernes de 8 a. m.–1 p. m., 4–9 p. m. sábado, 8 a. m.–1 p. m.","9HWH+6H Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",23-10-25,,42.0,6.0,Oeste,True,False,False,False,1,True,2,0,False
Tu Espacio de Pilates y Estética,"San José de Calasanz 15, C1424 Cdad. Autónoma de Buenos Aires",Caballito,1124032989.0,,tuespaciodepilatesyestetica,2188.0,4.9,,,"Pared con tonalidades malvas, tienen plantas,",,"2 semanas atrás: Nueva Feliz de haber encontrado éste estudio de Pilates! Hace 1 año y medio que tomo clases en la sede ""Rosario"" y solo tengo palabras de agradecimiento no sólo para las profes que son todas unas genias, te súper explican y tienen una paciencia infinita para adaptarte los ejercicios si no podés con alguno, sino también con Adri y Miranda que son un amor y te responden al toque si necesitas cambiar algún turno o cualquier duda que presentes. Si realmente querés sentirse mejor y súper cuidada, no importa la edad que tengas, no dejes de probar ésta experiencia! Recomiendo 100%!!!!",-,"Estética, masajes, área holística","Lunes a viernes, 8 a. m.–9 p. m. Sábado, 9 a. m.–3 p. m.4,8x","9HJ6+3C Buenos Aires, Cdad. Autónoma de Buenos Aires",Google maps instagram,23-10-25,Miembro de Cámara de Pilates. En junio cumplieron 13 años.,4.0,6.0,Oeste,True,False,False,False,1,True,2,0,False
Espacio Activa Primera Junta,"Yerbal 719, C1405CDO Cdad. Autónoma de Buenos Aires",Caballito,1130407086.0,,espacioactivapilates,4147.0,4.8,http://www.espacioactiva.com/,Studio Moderna,"Básico. Paredes de tonalidad verde. Pelotas azules, puerta a calle.",,"Hace 6 días: Nueva: Hace varios inicié pilates aquí,ly ahora retomé.excelente el poder reprogramar mis ausencias.GEORGINA ,que la tuve en una suplencia me pareció su clase dinámica y llevadera,mirando a sus alumnas atentamente.",-,,· Lun - Vie: 8:00am - 21:00pm. Sab: 9:00am - 13:00pm,"9HJ5+FJ Buenos Aires, Cdad. Autónoma de Buenos Aires",Google maps Instagram,5-08-25 Revisado 23-10-25,"Tiene tres sedes: Rivadavia 6177, Flores, Yerbal 719, Primera Junta, Doblas 230, Caballito.",40.0,6.0,Oeste,True,True,False,False,2,True,3,1,False
